Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo,enable
47,47555,47555018,MAGDALENA,PLATO,BUENA VISTA,C,0
47,47555,47555020,MAGDALENA,PLATO,LOS POZOS,C,0
47,47555,47555021,MAGDALENA,PLATO,EL BAJO,C,0
47,47570,47570000,MAGDALENA,PUEBLOVIEJO,PUEBLOVIEJO,CM,0
47,47570,47570001,MAGDALENA,PUEBLOVIEJO,BOCAS DE ARACATACA,C,0
47,47570,47570002,MAGDALENA,PUEBLOVIEJO,ISLA DEL ROSARIO,C,0
47,47570,47570003,MAGDALENA,PUEBLOVIEJO,PALMIRA,C,0
47,47570,47570004,MAGDALENA,PUEBLOVIEJO,TASAJERA,C,0
47,47570,47570005,MAGDALENA,PUEBLOVIEJO,TIERRA NUEVA,CAS,0
47,47570,47570007,MAGDALENA,PUEBLOVIEJO,EL TRIUNFO,CAS,0
47,47570,47570008,MAGDALENA,PUEBLOVIEJO,ISLA DE CATAQUITA,CAS,0
47,47570,47570009,MAGDALENA,PUEBLOVIEJO,NUEVA FRONTERA,CAS,0
47,47570,47570010,MAGDALENA,PUEBLOVIEJO,SAN JUAN DE PALOS PRIETOS (LA MONTAÑA),C,0
47,47605,47605000,MAGDALENA,REMOLINO,REMOLINO,CM,0
47,47605,47605002,MAGDALENA,REMOLINO,CORRAL VIEJO,C,0
47,47605,47605003,MAGDALENA,REMOLINO,EL DIVIDIVI,C,0
47,47605,47605004,MAGDALENA,REMOLINO,SAN RAFAEL DE BUENAVISTA,C,0
47,47605,47605005,MAGDALENA,REMOLINO,SANTA RITA,C,0
47,47605,47605006,MAGDALENA,REMOLINO,EL SALAO,C,0
47,47605,47605007,MAGDALENA,REMOLINO,MARTINETE,C,0
47,47605,47605008,MAGDALENA,REMOLINO,LAS CASITAS,C,0
47,47660,47660000,MAGDALENA,SABANAS DE SAN ÁNGEL,SAN ÁNGEL,CM,0
47,47660,47660002,MAGDALENA,SABANAS DE SAN ÁNGEL,CASA DE TABLA,C,0
47,47660,47660003,MAGDALENA,SABANAS DE SAN ÁNGEL,CESPEDES,C,0
47,47660,47660005,MAGDALENA,SABANAS DE SAN ÁNGEL,FLORES DE MARÍA,C,0
47,47660,47660007,MAGDALENA,SABANAS DE SAN ÁNGEL,LA HORQUETA,C,0
47,47660,47660009,MAGDALENA,SABANAS DE SAN ÁNGEL,LAS MULAS (SAN ROQUE),C,0
47,47660,47660011,MAGDALENA,SABANAS DE SAN ÁNGEL,PUEBLITO DE LOS BARRIOS,C,0
47,47660,47660013,MAGDALENA,SABANAS DE SAN ÁNGEL,ESTACIÓN VILLA,C,0
47,47660,47660014,MAGDALENA,SABANAS DE SAN ÁNGEL,MONTERRUBIO,C,0
47,47660,47660015,MAGDALENA,SABANAS DE SAN ÁNGEL,PARAPETO,CAS,0
47,47675,47675000,MAGDALENA,SALAMINA,SALAMINA,CM,0
47,47675,47675001,MAGDALENA,SALAMINA,GUÁIMARO,C,0
47,47675,47675005,MAGDALENA,SALAMINA,EL SALAO,CAS,0
47,47675,47675006,MAGDALENA,SALAMINA,LA LOMA,CAS,0
47,47692,47692000,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,SAN SEBASTIÁN DE BUENAVISTA,CM,0
47,47692,47692001,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,BUENAVISTA,C,0
47,47692,47692002,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,EL COCO,C,0
47,47692,47692003,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,LA PACHA,C,0
47,47692,47692004,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,LAS MARGARITAS,C,0
47,47692,47692005,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,LOS GALVIS,C,0
47,47692,47692006,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,MARÍA ANTONIA,C,0
47,47692,47692007,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,SAN RAFAEL,C,0
47,47692,47692008,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,SANTA ROSA,C,0
47,47692,47692009,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,TRONCOSITO,C,0
47,47692,47692010,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,TRONCOSO,C,0
47,47692,47692011,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,VENERO,C,0
47,47692,47692013,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,EL SEIS,C,0
47,47692,47692014,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,SABANAS DE PERALEJO,C,0
47,47692,47692017,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,JAIME,CAS,0
47,47692,47692018,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,SAN VALENTÍN,C,0
47,47692,47692019,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,PUEBLO NUEVO,CAS,0
47,47703,47703000,MAGDALENA,SAN ZENÓN,SAN ZENÓN,CM,0
47,47703,47703001,MAGDALENA,SAN ZENÓN,ANGOSTURA,C,0
47,47703,47703002,MAGDALENA,SAN ZENÓN,BERMEJAL,C,0
47,47703,47703003,MAGDALENA,SAN ZENÓN,EL PALOMAR,C,0
47,47703,47703004,MAGDALENA,SAN ZENÓN,JANEIRO,C,0
47,47703,47703005,MAGDALENA,SAN ZENÓN,LA MONTAÑA,C,0
47,47703,47703006,MAGDALENA,SAN ZENÓN,PEÑONCITO,C,0
47,47703,47703007,MAGDALENA,SAN ZENÓN,SANTA TERESA,C,0
47,47703,47703008,MAGDALENA,SAN ZENÓN,GUINEA,C,0
47,47703,47703009,MAGDALENA,SAN ZENÓN,EL HORNO,C,0
47,47703,47703010,MAGDALENA,SAN ZENÓN,PUERTO ARTURO,C,0
47,47703,47703012,MAGDALENA,SAN ZENÓN,SAN JOSÉ DE CHIMILA,C,0
47,47703,47703013,MAGDALENA,SAN ZENÓN,LA UNIÓN,CP,0
47,47707,47707000,MAGDALENA,SANTA ANA,SANTA ANA,CM,0
47,47707,47707001,MAGDALENA,SANTA ANA,BARRO BLANCO,C,0
47,47707,47707006,MAGDALENA,SANTA ANA,SAN FERNANDO,C,0
47,47707,47707009,MAGDALENA,SANTA ANA,JARABA,C,0
47,47707,47707011,MAGDALENA,SANTA ANA,SANTA ROSA,C,0
47,47720,47720000,MAGDALENA,SANTA BÁRBARA DE PINTO,SANTA BÁRBARA DE PINTO,CM,0
47,47720,47720001,MAGDALENA,SANTA BÁRBARA DE PINTO,CUNDINAMARCA,C,0
47,47720,47720002,MAGDALENA,SANTA BÁRBARA DE PINTO,SAN PEDRO,C,0
47,47720,47720003,MAGDALENA,SANTA BÁRBARA DE PINTO,VELADERO,C,0
47,47745,47745000,MAGDALENA,SITIONUEVO,SITIONUEVO,CM,0
47,47745,47745001,MAGDALENA,SITIONUEVO,BUENAVISTA,C,0
47,47745,47745002,MAGDALENA,SITIONUEVO,NUEVA VENECIA,C,0
47,47745,47745003,MAGDALENA,SITIONUEVO,PALERMO,C,0
47,47745,47745006,MAGDALENA,SITIONUEVO,SAN ANTONIO,CAS,0
47,47798,47798000,MAGDALENA,TENERIFE,TENERIFE,CM,0
47,47798,47798004,MAGDALENA,TENERIFE,REAL DEL OBISPO,C,0
47,47798,47798005,MAGDALENA,TENERIFE,SAN LUIS,C,0
47,47798,47798007,MAGDALENA,TENERIFE,EL JUNCAL,C,0
47,47798,47798008,MAGDALENA,TENERIFE,SANTA INÉS,C,0
47,47798,47798010,MAGDALENA,TENERIFE,EL CONSUELO,C,0
47,47960,47960000,MAGDALENA,ZAPAYÁN,PUNTA DE PIEDRAS,CM,0
47,47960,47960001,MAGDALENA,ZAPAYÁN,CAÑO DE AGUAS,C,0
47,47960,47960002,MAGDALENA,ZAPAYÁN,CAPUCHO,C,0
47,47960,47960003,MAGDALENA,ZAPAYÁN,PIEDRAS DE MOLER,C,0
47,47960,47960004,MAGDALENA,ZAPAYÁN,PIEDRAS PINTADAS,C,0
47,47960,47960005,MAGDALENA,ZAPAYÁN,LOS CERRITOS,CAS,0
47,47980,47980000,MAGDALENA,ZONA BANANERA,PRADO - SEVILLA,CM,0
47,47980,47980001,MAGDALENA,ZONA BANANERA,GUACAMAYAL,C,0
47,47980,47980002,MAGDALENA,ZONA BANANERA,GUAMACHITO,C,0
47,47980,47980003,MAGDALENA,ZONA BANANERA,LA GRAN VÍA,C,0
47,47980,47980004,MAGDALENA,ZONA BANANERA,ORIHUECA,C,0
47,47980,47980005,MAGDALENA,ZONA BANANERA,PALOMAR,C,0
47,47980,47980006,MAGDALENA,ZONA BANANERA,RIOFRÍO,C,0
47,47980,47980007,MAGDALENA,ZONA BANANERA,SANTA ROSALIA,C,0
47,47980,47980008,MAGDALENA,ZONA BANANERA,SEVILLA,C,0
47,47980,47980009,MAGDALENA,ZONA BANANERA,SOPLADOR,C,0
47,47980,47980010,MAGDALENA,ZONA BANANERA,TUCURINCA,C,0
47,47980,47980011,MAGDALENA,ZONA BANANERA,VARELA,C,0
47,47980,47980012,MAGDALENA,ZONA BANANERA,ZAWADY,CAS,0
47,47980,47980013,MAGDALENA,ZONA BANANERA,ESTACIÓN SEVILLA,CAS,0
47,47980,47980014,MAGDALENA,ZONA BANANERA,LA CANDELARIA,CAS,0
47,47980,47980015,MAGDALENA,ZONA BANANERA,SAN JOSÉ DE KENNEDY (CAMPO KENNEDY),CAS,0
47,47980,47980016,MAGDALENA,ZONA BANANERA,CAÑO MOCHO,CAS,0
47,47980,47980017,MAGDALENA,ZONA BANANERA,EL MAMÓN,CAS,0
70,70001,70001000,SUCRE,SINCELEJO,SINCELEJO,CM,0
70,70001,70001001,SUCRE,SINCELEJO,BUENAVISTA,CP,0
70,70001,70001002,SUCRE,SINCELEJO,CRUZ DEL BEQUE,CP,0
70,70001,70001003,SUCRE,SINCELEJO,CHOCHO,CP,0
70,70001,70001004,SUCRE,SINCELEJO,CERRITO DE LA PALMA,CP,0
70,70001,70001005,SUCRE,SINCELEJO,LA ARENA,CP,0
70,70001,70001006,SUCRE,SINCELEJO,LA CHIVERA,CP,0
70,70001,70001007,SUCRE,SINCELEJO,LA GALLERA,CP,0
70,70001,70001008,SUCRE,SINCELEJO,LA PEÑATA,CP,0
70,70001,70001009,SUCRE,SINCELEJO,LAGUNA FLOR,CP,0
70,70001,70001010,SUCRE,SINCELEJO,LAS HUERTAS,CP,0
70,70001,70001011,SUCRE,SINCELEJO,LAS MAJAGUAS,CP,0
70,70001,70001013,SUCRE,SINCELEJO,SABANAS DEL POTRERO,CP,0
70,70001,70001014,SUCRE,SINCELEJO,SAN ANTONIO,CP,0
70,70001,70001015,SUCRE,SINCELEJO,SAN MARTÍN,CP,0
70,70001,70001016,SUCRE,SINCELEJO,SAN RAFAEL,CP,0
70,70001,70001017,SUCRE,SINCELEJO,BUENAVISTICA,CP,0
70,70001,70001018,SUCRE,SINCELEJO,LAS PALMAS,CP,0
70,70001,70001019,SUCRE,SINCELEJO,CASTAÑEDA,CP,0
70,70001,70001020,SUCRE,SINCELEJO,POLICARPA,CP,0
70,70001,70001021,SUCRE,SINCELEJO,SAN JACINTO,C,0
70,70001,70001022,SUCRE,SINCELEJO,SAN NICOLAS,CP,0
70,70001,70001023,SUCRE,SINCELEJO,VILLA ROSITA,CAS,0
70,70001,70001024,SUCRE,SINCELEJO,BABILONIA,CP,0
70,70001,70001025,SUCRE,SINCELEJO,BUENOS AIRES,CP,0
70,70001,70001026,SUCRE,SINCELEJO,LA GULF,CP,0
70,70110,70110000,SUCRE,BUENAVISTA,BUENAVISTA,CM,0
70,70110,70110004,SUCRE,BUENAVISTA,LAS CHICHAS,C,0
70,70110,70110005,SUCRE,BUENAVISTA,LOS ANONES,CAS,0
70,70110,70110006,SUCRE,BUENAVISTA,PROVIDENCIA,CAS,0
70,70124,70124000,SUCRE,CAIMITO,CAIMITO,CM,0
70,70124,70124001,SUCRE,CAIMITO,EL MAMÓN,C,0
70,70124,70124002,SUCRE,CAIMITO,SIETE PALMAS,C,0
70,70124,70124003,SUCRE,CAIMITO,ALFÉREZ,C,0
70,70124,70124004,SUCRE,CAIMITO,LOS CAYITOS,C,0
70,70124,70124005,SUCRE,CAIMITO,CANDELARIA,CAS,0
70,70124,70124006,SUCRE,CAIMITO,LA SOLERA,CAS,0
70,70124,70124007,SUCRE,CAIMITO,TOFEME,CAS,0
70,70124,70124008,SUCRE,CAIMITO,CEDEÑO,C,0
70,70124,70124009,SUCRE,CAIMITO,MOLINERO,CAS,0
70,70124,70124010,SUCRE,CAIMITO,NUEVA ESTACIÓN,CAS,0
70,70124,70124011,SUCRE,CAIMITO,LA MEJÍA,CP,0
70,70124,70124012,SUCRE,CAIMITO,LAS PAVITAS,CP,0
70,70124,70124013,SUCRE,CAIMITO,NUEVA ESTRELLA,CP,0
70,70124,70124014,SUCRE,CAIMITO,NUEVA FE,CP,0
70,70124,70124015,SUCRE,CAIMITO,PAMPUMA,CP,0
70,70204,70204000,SUCRE,COLOSO,RICAURTE (COLOSO),CM,0
70,70204,70204002,SUCRE,COLOSO,CHINULITO,C,0
70,70204,70204004,SUCRE,COLOSO,EL CERRO,C,0
70,70204,70204005,SUCRE,COLOSO,BAJO DON JUAN,C,0
70,70204,70204006,SUCRE,COLOSO,EL OJITO,CAS,0
70,70204,70204007,SUCRE,COLOSO,JONEY,CAS,0
70,70215,70215000,SUCRE,COROZAL,COROZAL,CM,0
70,70215,70215001,SUCRE,COROZAL,CANTAGALLO,C,0
70,70215,70215004,SUCRE,COROZAL,CHAPINERO,C,0
70,70215,70215005,SUCRE,COROZAL,DON ALONSO,C,0
70,70215,70215006,SUCRE,COROZAL,EL MAMÓN,C,0
70,70215,70215009,SUCRE,COROZAL,HATO NUEVO,C,0
70,70215,70215010,SUCRE,COROZAL,LAS LLANADAS,C,0
70,70215,70215011,SUCRE,COROZAL,LAS TINAS,C,0
70,70215,70215014,SUCRE,COROZAL,SAN JOSE DE PILETA,C,0
70,70215,70215016,SUCRE,COROZAL,EL RINCON DE LAS FLORES,C,0
70,70215,70215018,SUCRE,COROZAL,LAS PEÑAS,C,0
70,70215,70215019,SUCRE,COROZAL,CALLE NUEVA,CAS,0
70,70215,70215020,SUCRE,COROZAL,LA PANELA,CAS,0
70,70215,70215021,SUCRE,COROZAL,LAS BRUJAS,CAS,0
70,70215,70215022,SUCRE,COROZAL,VILLA NUEVA,CAS,0
70,70221,70221000,SUCRE,COVEÑAS,COVEÑAS,CM,0
70,70221,70221001,SUCRE,COVEÑAS,BOCA DE LA CIÉNAGA,C,0
70,70221,70221002,SUCRE,COVEÑAS,EL REPARO,C,0
70,70221,70221003,SUCRE,COVEÑAS,GUAYABAL,C,0
70,70221,70221004,SUCRE,COVEÑAS,PUNTA SECA,CAS,0
70,70221,70221005,SUCRE,COVEÑAS,EL MAMEY,CAS,0
70,70230,70230000,SUCRE,CHALÁN,CHALÁN,CM,0
70,70230,70230001,SUCRE,CHALÁN,LA CEIBA,C,0
70,70230,70230002,SUCRE,CHALÁN,ALEMANIA,CP,0
70,70230,70230003,SUCRE,CHALÁN,MANZANARES,CP,0
70,70233,70233000,SUCRE,EL ROBLE,EL ROBLE,CM,0
70,70233,70233001,SUCRE,EL ROBLE,CALLEJÓN,C,0
70,70233,70233002,SUCRE,EL ROBLE,CAYO DE PALMA,C,0
70,70233,70233003,SUCRE,EL ROBLE,CORNETA,C,0
70,70233,70233004,SUCRE,EL ROBLE,EL SITIO,C,0
70,70233,70233005,SUCRE,EL ROBLE,LAS TABLITAS,C,0
70,70233,70233006,SUCRE,EL ROBLE,PALMITAL,C,0
70,70233,70233007,SUCRE,EL ROBLE,PATILLAL,C,0
70,70233,70233008,SUCRE,EL ROBLE,PUEBLO NUEVO O GRILLO ALEGRE,C,0
70,70233,70233009,SUCRE,EL ROBLE,RANCHO DE LA CRUZ,CAS,0
70,70233,70233010,SUCRE,EL ROBLE,SAN FRANCISCO,C,0
70,70233,70233011,SUCRE,EL ROBLE,SANTA ROSA,CAS,0
70,70233,70233012,SUCRE,EL ROBLE,TIERRA SANTA,C,0
70,70233,70233013,SUCRE,EL ROBLE,VILLAVICENCIO,C,0
70,70235,70235000,SUCRE,GALERAS,GALERAS,CM,0
70,70235,70235001,SUCRE,GALERAS,BARAYA,C,0
70,70235,70235002,SUCRE,GALERAS,SAN ANDRÉS DE PALOMO,C,0
70,70235,70235003,SUCRE,GALERAS,SAN JOSÉ DE RIVERA,C,0
70,70235,70235007,SUCRE,GALERAS,PUEBLO NUEVO II,CAS,0
70,70235,70235009,SUCRE,GALERAS,PUEBLO NUEVO I (JUNÍN),CAS,0
70,70235,70235011,SUCRE,GALERAS,PUERTO FRANCO,C,0
70,70265,70265000,SUCRE,GUARANDA,GUARANDA,CM,0
70,70265,70265002,SUCRE,GUARANDA,DIAZGRANADOS,C,0
70,70265,70265004,SUCRE,GUARANDA,GAVALDA,C,0
70,70265,70265006,SUCRE,GUARANDA,LA CONCORDIA,C,0
70,70265,70265008,SUCRE,GUARANDA,PALMARITICO,C,0
70,70265,70265009,SUCRE,GUARANDA,PUERTO LÓPEZ,C,0
70,70400,70400000,SUCRE,LA UNIÓN,LA UNIÓN,CM,0
70,70400,70400001,SUCRE,LA UNIÓN,CAYO DELGADO,C,0
70,70400,70400002,SUCRE,LA UNIÓN,PAJARITO,C,0
70,70400,70400003,SUCRE,LA UNIÓN,CASCARILLA,CAS,0
70,70400,70400004,SUCRE,LA UNIÓN,LAS PALMITAS,CAS,0
70,70400,70400005,SUCRE,LA UNIÓN,SABANETA,CAS,0
70,70400,70400006,SUCRE,LA UNIÓN,BOCA NEGRA,CP,0
70,70400,70400007,SUCRE,LA UNIÓN,CONQUITOS,CP,0
70,70400,70400008,SUCRE,LA UNIÓN,LA GLORIA,CP,0
70,70400,70400009,SUCRE,LA UNIÓN,VILLA FÁTIMA,CP,0
70,70418,70418000,SUCRE,LOS PALMITOS,LOS PALMITOS,CM,0
70,70418,70418001,SUCRE,LOS PALMITOS,EL COLEY,C,0
70,70418,70418002,SUCRE,LOS PALMITOS,EL PIÑAL,C,0
70,70418,70418003,SUCRE,LOS PALMITOS,PALMAS DE VINO,C,0
70,70418,70418004,SUCRE,LOS PALMITOS,SABANAS DE BELTRÁN,C,0
70,70418,70418005,SUCRE,LOS PALMITOS,SABANAS DE PEDRO,C,0
70,70418,70418006,SUCRE,LOS PALMITOS,HATILLO,CAS,0
70,70418,70418007,SUCRE,LOS PALMITOS,NARANJAL,C,0
70,70418,70418008,SUCRE,LOS PALMITOS,BIRMANIA,C,0
70,70429,70429000,SUCRE,MAJAGUAL,MAJAGUAL,CM,0
70,70429,70429002,SUCRE,MAJAGUAL,EL NARANJO,C,0
70,70429,70429005,SUCRE,MAJAGUAL,LA SIERPITA,C,0
70,70429,70429006,SUCRE,MAJAGUAL,LAS PALMITAS,C,0
70,70429,70429008,SUCRE,MAJAGUAL,PIZA,C,0
70,70429,70429009,SUCRE,MAJAGUAL,PUEBLONUEVO,C,0
70,70429,70429010,SUCRE,MAJAGUAL,SAN ROQUE,C,0
70,70429,70429011,SUCRE,MAJAGUAL,SANTANDER,C,0
70,70429,70429012,SUCRE,MAJAGUAL,TOMALA,C,0
70,70429,70429013,SUCRE,MAJAGUAL,ZAPATA,C,0
70,70429,70429014,SUCRE,MAJAGUAL,SINCELEJITO,C,0
70,70429,70429015,SUCRE,MAJAGUAL,BELLAVISTA,CAS,0
70,70429,70429016,SUCRE,MAJAGUAL,LEÓN BLANCO,CAS,0
70,70429,70429017,SUCRE,MAJAGUAL,PALMAR TIPICO,CAS,0
70,70429,70429019,SUCRE,MAJAGUAL,EDUARDO SANTOS,C,0
70,70429,70429021,SUCRE,MAJAGUAL,SAN MIGUEL,C,0
70,70429,70429022,SUCRE,MAJAGUAL,LAS CANDELARIAS,C,0
70,70429,70429023,SUCRE,MAJAGUAL,LOS PATOS,C,0
70,70429,70429024,SUCRE,MAJAGUAL,MIRAFLORES,C,0
70,70429,70429025,SUCRE,MAJAGUAL,PALMARITO,CAS,0
70,70473,70473000,SUCRE,MORROA,MORROA,CM,0
70,70473,70473001,SUCRE,MORROA,CAMBIMBA,C,0
70,70473,70473002,SUCRE,MORROA,EL RINCÓN,C,0
70,70473,70473003,SUCRE,MORROA,EL YESO,C,0
70,70473,70473004,SUCRE,MORROA,LAS FLORES,C,0
70,70473,70473005,SUCRE,MORROA,SABANETA,C,0
70,70473,70473006,SUCRE,MORROA,TUMBATORO,C,0
70,70473,70473008,SUCRE,MORROA,MEDELLÍN,CAS,0
70,70473,70473009,SUCRE,MORROA,SABANAS DE CALI,CAS,0
70,70473,70473010,SUCRE,MORROA,BRISAS DEL MAR,CAS,0
70,70508,70508000,SUCRE,OVEJAS,OVEJAS,CM,0
70,70508,70508001,SUCRE,OVEJAS,ALMAGRA,CAS,0
70,70508,70508002,SUCRE,OVEJAS,CANUTAL,C,0
70,70508,70508003,SUCRE,OVEJAS,CANUTALITO,C,0
70,70508,70508004,SUCRE,OVEJAS,CHENGUE,C,0
70,70508,70508005,SUCRE,OVEJAS,DAMASCO,CAS,0
70,70508,70508006,SUCRE,OVEJAS,DON GABRIEL,C,0
70,70508,70508007,SUCRE,OVEJAS,EL FLORAL,C,0
70,70508,70508008,SUCRE,OVEJAS,EL PALMAR,CAS,0
70,70508,70508009,SUCRE,OVEJAS,FLOR DEL MONTE,C,0
70,70508,70508011,SUCRE,OVEJAS,LA PEÑA,C,0
70,70508,70508012,SUCRE,OVEJAS,OSOS,CAS,0
70,70508,70508013,SUCRE,OVEJAS,PIJIGUAY,C,0
70,70508,70508014,SUCRE,OVEJAS,SAN RAFAEL,C,0
70,70508,70508015,SUCRE,OVEJAS,SALITRAL,CAS,0
70,70508,70508016,SUCRE,OVEJAS,LOMA DEL BANCO,CAS,0
70,70508,70508018,SUCRE,OVEJAS,SAN RAFAEL ALTO,CAS,0
70,70508,70508019,SUCRE,OVEJAS,BAJO EUROPA,CP,0
70,70508,70508020,SUCRE,OVEJAS,BAJO GRANDE,CP,0
70,70508,70508021,SUCRE,OVEJAS,BAJO LA PALMA,CP,0
70,70508,70508022,SUCRE,OVEJAS,CENTRO MULA,CP,0
70,70508,70508023,SUCRE,OVEJAS,LOS ANDES,CP,0
70,70508,70508024,SUCRE,OVEJAS,MEDELLÍN,CP,0
70,70508,70508025,SUCRE,OVEJAS,MIRAMAR,CP,0
70,70508,70508026,SUCRE,OVEJAS,PEDREGAL,CP,0
70,70508,70508027,SUCRE,OVEJAS,SAN FRANCISCO,CP,0
70,70508,70508028,SUCRE,OVEJAS,SANTA ROSA,CP,0
70,70508,70508029,SUCRE,OVEJAS,SANTAFÉ,CP,0
70,70508,70508030,SUCRE,OVEJAS,VILLA COLOMBIA,CP,0
70,70508,70508031,SUCRE,OVEJAS,ZAPATO # 2 PIJIGUAY,CP,0
70,70523,70523000,SUCRE,PALMITO,PALMITO,CM,0
70,70523,70523001,SUCRE,PALMITO,ALGODONCILLO,C,0
70,70523,70523002,SUCRE,PALMITO,GUAIMARAL,C,0
70,70523,70523003,SUCRE,PALMITO,GUAIMI,C,0
70,70523,70523005,SUCRE,PALMITO,CENTRO AZUL,CP,0
70,70523,70523006,SUCRE,PALMITO,CHUMPUNDÚN,CP,0
70,70523,70523007,SUCRE,PALMITO,EL MARTILLO,CP,0
70,70523,70523008,SUCRE,PALMITO,EL PALMAR BRILLANTE,CP,0
70,70523,70523009,SUCRE,PALMITO,EL SABANAL,CP,0
70,70523,70523010,SUCRE,PALMITO,LOS CASTILLOS,CP,0
70,70523,70523011,SUCRE,PALMITO,MEDIA SOMBRA,CP,0
70,70523,70523012,SUCRE,PALMITO,PUEBLECITO,CP,0
70,70523,70523013,SUCRE,PALMITO,PUEBLO NUEVO,CP,0
70,70523,70523014,SUCRE,PALMITO,SAN MIGUEL,CP,0
70,70670,70670000,SUCRE,SAMPUÉS,SAMPUÉS,CM,0
70,70670,70670001,SUCRE,SAMPUÉS,BOSSA NAVARRO,C,0
70,70670,70670002,SUCRE,SAMPUÉS,CEJA DEL MANGO,C,0
70,70670,70670003,SUCRE,SAMPUÉS,ESCOBAR ABAJO,C,0
70,70670,70670004,SUCRE,SAMPUÉS,ESCOBAR ARRIBA,C,0
70,70670,70670005,SUCRE,SAMPUÉS,HUERTAS CHICAS,C,0
70,70670,70670006,SUCRE,SAMPUÉS,LA NEGRA,C,0
70,70670,70670007,SUCRE,SAMPUÉS,MATEO PÉREZ,C,0
70,70670,70670008,SUCRE,SAMPUÉS,SANTA INÉS DE PALITO,C,0
70,70670,70670009,SUCRE,SAMPUÉS,PIEDRAS BLANCAS,C,0
70,70670,70670010,SUCRE,SAMPUÉS,SABANALARGA,C,0
70,70670,70670011,SUCRE,SAMPUÉS,SAN LUIS,C,0
70,70670,70670012,SUCRE,SAMPUÉS,SEGOVIA,C,0
70,70670,70670013,SUCRE,SAMPUÉS,ACHIOTE,C,0
70,70670,70670016,SUCRE,SAMPUÉS,EL CAMPO,C,0
70,70670,70670017,SUCRE,SAMPUÉS,LOMA DE PIEDRA,C,0
70,70670,70670018,SUCRE,SAMPUÉS,MATA DE CAÑA,C,0
70,70670,70670019,SUCRE,SAMPUÉS,SILOE,C,0
70,70670,70670020,SUCRE,SAMPUÉS,LOS PÉREZ,C,0
70,70670,70670022,SUCRE,SAMPUÉS,VILLA NUEVA,C,0
70,70678,70678000,SUCRE,SAN BENITO ABAD,SAN BENITO ABAD,CM,0
70,70678,70678002,SUCRE,SAN BENITO ABAD,CUIVA,C,0
70,70678,70678003,SUCRE,SAN BENITO ABAD,JEGUA,C,0
70,70678,70678004,SUCRE,SAN BENITO ABAD,LA CEIBA,CAS,0
70,70678,70678006,SUCRE,SAN BENITO ABAD,CORRAL VIEJO (LOS ANGELES),C,0
70,70678,70678007,SUCRE,SAN BENITO ABAD,PUNTA DE BLANCO,C,0
70,70678,70678009,SUCRE,SAN BENITO ABAD,SAN ROQUE,C,0
70,70678,70678010,SUCRE,SAN BENITO ABAD,SANTIAGO APOSTOL,C,0
70,70678,70678011,SUCRE,SAN BENITO ABAD,DOÑA ANA,C,0
70,70678,70678012,SUCRE,SAN BENITO ABAD,GUAYABAL,C,0
70,70678,70678013,SUCRE,SAN BENITO ABAD,EL LIMÓN,C,0
70,70678,70678015,SUCRE,SAN BENITO ABAD,LA VENTURA,C,0
70,70678,70678020,SUCRE,SAN BENITO ABAD,PUNTA NUEVA,C,0
70,70678,70678022,SUCRE,SAN BENITO ABAD,CIÉNAGA NUEVA,C,0
70,70678,70678023,SUCRE,SAN BENITO ABAD,LAS DELICIAS,C,0
70,70678,70678025,SUCRE,SAN BENITO ABAD,CISPATACA,C,0
70,70678,70678026,SUCRE,SAN BENITO ABAD,SAN ISIDRO,C,0
70,70678,70678027,SUCRE,SAN BENITO ABAD,VILLA NUEVA,C,0
70,70678,70678028,SUCRE,SAN BENITO ABAD,CORRAL VIEJO,CAS,0
70,70678,70678029,SUCRE,SAN BENITO ABAD,EL CAUCHAL,C,0
70,70678,70678032,SUCRE,SAN BENITO ABAD,LA MOLINA,C,0
70,70678,70678033,SUCRE,SAN BENITO ABAD,LAS CHISPAS,C,0
70,70678,70678034,SUCRE,SAN BENITO ABAD,RANCHO LA TÍA,C,0
70,70702,70702000,SUCRE,SAN JUAN DE BETULIA,BETULIA,CM,0
70,70702,70702001,SUCRE,SAN JUAN DE BETULIA,ALBANIA,C,0
70,70702,70702002,SUCRE,SAN JUAN DE BETULIA,HATO VIEJO,C,0
70,70702,70702004,SUCRE,SAN JUAN DE BETULIA,SABANETA,C,0
